hotspot_residues,license,mean_score,n_variants,pct_pathogenic,source,target_id,uniprot_id,updated_at
"[{""residue"":1279,""mean_score"":0.9965,""n_substitutions"":19},{""residue"":1557,""mean_score"":0.9964,""n_substitutions"":19},{""residue"":1584,""mean_score"":0.9955,""n_substitutions"":19},{""residue"":1463,""mean_score"":0.9945,""n_substitutions"":19},{""residue"":1157,""mean_score"":0.9943,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5406383584162352,35283,0.48082646033500553,AlphaMissense,MGA,O43451,2026-05-26 11:25:37.824922+00:00
"[{""residue"":467,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":468,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":172,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":462,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":224,""mean_score"":0.9997,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6487569921914562,9861,0.6059223202514958,AlphaMissense,BACE2,O43462,2026-05-26 11:25:37.824922+00:00
"[{""residue"":289,""mean_score"":0.9957,""n_substitutions"":19},{""residue"":238,""mean_score"":0.9957,""n_substitutions"":19},{""residue"":260,""mean_score"":0.9956,""n_substitutions"":19},{""residue"":263,""mean_score"":0.9945,""n_substitutions"":19},{""residue"":150,""mean_score"":0.9931,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5219668704018111,8835,0.4514997170345218,AlphaMissense,PRKN,O60260,2026-05-26 11:25:37.824922+00:00
"[{""residue"":48,""mean_score"":0.9979,""n_substitutions"":19},{""residue"":244,""mean_score"":0.99,""n_substitutions"":19},{""residue"":171,""mean_score"":0.9875,""n_substitutions"":19},{""residue"":249,""mean_score"":0.9874,""n_substitutions"":19},{""residue"":116,""mean_score"":0.9868,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6500173385591634,5358,0.6151549085479656,AlphaMissense,RAD1,O60671,2026-05-26 11:25:37.824922+00:00
"[{""residue"":843,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":836,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":1473,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":705,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":1474,""mean_score"":0.9992,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6866593999524421,29431,0.6591689035370868,AlphaMissense,ABCC9,O60706,2026-05-26 11:25:37.824922+00:00
"[{""residue"":27,""mean_score"":0.9978,""n_substitutions"":19},{""residue"":93,""mean_score"":0.9977,""n_substitutions"":19},{""residue"":32,""mean_score"":0.9955,""n_substitutions"":19},{""residue"":77,""mean_score"":0.986,""n_substitutions"":19},{""residue"":42,""mean_score"":0.9857,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6135699835526293,2432,0.5822368421052632,AlphaMissense,SHP1,O60880,2026-05-26 11:25:37.824922+00:00
"[{""residue"":655,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":656,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":375,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":641,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":653,""mean_score"":0.9994,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5734516616430941,25878,0.5073421439060205,AlphaMissense,BRD4,O60885,2026-05-26 11:25:37.824922+00:00
"[{""residue"":232,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":252,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":214,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":1274,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":1293,""mean_score"":0.9998,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6236712422266065,26372,0.5748521158804792,AlphaMissense,ROCK2,O75116,2026-05-26 11:25:37.824922+00:00
"[{""residue"":360,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":688,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":648,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":553,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":410,""mean_score"":0.9994,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6720890486045118,17879,0.6328653727837127,AlphaMissense,GCH1,O75899,2026-05-26 11:25:37.824922+00:00
"[{""residue"":846,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":717,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":828,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":712,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":714,""mean_score"":0.9995,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5336749138332526,21470,0.4570097810898929,AlphaMissense,LATS1,O95835,2026-05-26 11:25:37.824922+00:00
"[{""residue"":368,""mean_score"":0.999,""n_substitutions"":19},{""residue"":347,""mean_score"":0.999,""n_substitutions"":19},{""residue"":162,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":229,""mean_score"":0.9982,""n_substitutions"":19},{""residue"":393,""mean_score"":0.9982,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5681861587670817,10317,0.5083842202190559,AlphaMissense,CHEK2,O96017,2026-05-26 11:25:37.824922+00:00
"[{""residue"":381,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":363,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":402,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":254,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":310,""mean_score"":0.9997,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.565833679552857,21470,0.49967396367023753,AlphaMissense,ABL1,P00519,2026-05-26 11:25:37.824922+00:00
"[{""residue"":855,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":724,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":842,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":721,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":837,""mean_score"":0.9995,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6000193953893083,22990,0.5429317094388865,AlphaMissense,EGFR,P00533,2026-05-26 11:25:37.824922+00:00
"[{""residue"":219,""mean_score"":0.9854,""n_substitutions"":19},{""residue"":201,""mean_score"":0.9775,""n_substitutions"":19},{""residue"":87,""mean_score"":0.9773,""n_substitutions"":19},{""residue"":261,""mean_score"":0.9727,""n_substitutions"":19},{""residue"":106,""mean_score"":0.9551,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.43052750228171643,6574,0.34636446607849103,AlphaMissense,MOS,P00540,2026-05-26 11:25:37.824922+00:00
"[{""residue"":550,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":564,""mean_score"":0.9987,""n_substitutions"":19},{""residue"":462,""mean_score"":0.9985,""n_substitutions"":19},{""residue"":391,""mean_score"":0.9984,""n_substitutions"":19},{""residue"":407,""mean_score"":0.9983,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5446846843797593,11818,0.4773227280419699,AlphaMissense,F2,P00734,2026-05-26 11:25:37.824922+00:00
"[{""residue"":396,""mean_score"":0.9964,""n_substitutions"":19},{""residue"":407,""mean_score"":0.996,""n_substitutions"":19},{""residue"":382,""mean_score"":0.9938,""n_substitutions"":19},{""residue"":108,""mean_score"":0.993,""n_substitutions"":19},{""residue"":268,""mean_score"":0.9928,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4709080146135402,8759,0.3863454732275374,AlphaMissense,F9,P00740,2026-05-26 11:25:37.824922+00:00
"[{""residue"":415,""mean_score"":0.9989,""n_substitutions"":19},{""residue"":404,""mean_score"":0.9985,""n_substitutions"":19},{""residue"":443,""mean_score"":0.9983,""n_substitutions"":19},{""residue"":390,""mean_score"":0.998,""n_substitutions"":19},{""residue"":277,""mean_score"":0.9978,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5009215271785996,9272,0.42094477998274377,AlphaMissense,F10,P00742,2026-05-26 11:25:37.824922+00:00
"[{""residue"":607,""mean_score"":0.998,""n_substitutions"":19},{""residue"":426,""mean_score"":0.9979,""n_substitutions"":19},{""residue"":756,""mean_score"":0.9975,""n_substitutions"":19},{""residue"":623,""mean_score"":0.997,""n_substitutions"":19},{""residue"":531,""mean_score"":0.9968,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.502837329434698,15390,0.42371669915529564,AlphaMissense,PLG,P00747,2026-05-26 11:25:37.824922+00:00
"[{""residue"":559,""mean_score"":0.9874,""n_substitutions"":19},{""residue"":548,""mean_score"":0.9866,""n_substitutions"":19},{""residue"":590,""mean_score"":0.9859,""n_substitutions"":19},{""residue"":461,""mean_score"":0.9854,""n_substitutions"":19},{""residue"":413,""mean_score"":0.9848,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.42541693624304644,11685,0.3246897732135216,AlphaMissense,F12,P00748,2026-05-26 11:25:37.824922+00:00
"[{""residue"":117,""mean_score"":0.987,""n_substitutions"":19},{""residue"":93,""mean_score"":0.9827,""n_substitutions"":19},{""residue"":124,""mean_score"":0.9825,""n_substitutions"":19},{""residue"":192,""mean_score"":0.9804,""n_substitutions"":19},{""residue"":362,""mean_score"":0.9785,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4903255379828878,7714,0.4053668654394607,AlphaMissense,REN,P00797,2026-05-26 11:25:37.824922+00:00
"[{""residue"":106,""mean_score"":0.9884,""n_substitutions"":19},{""residue"":195,""mean_score"":0.9869,""n_substitutions"":19},{""residue"":96,""mean_score"":0.9843,""n_substitutions"":19},{""residue"":117,""mean_score"":0.9819,""n_substitutions"":19},{""residue"":30,""mean_score"":0.9813,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5634795141700397,4940,0.494331983805668,AlphaMissense,CA2,P00918,2026-05-26 11:25:37.824922+00:00
"[{""residue"":382,""mean_score"":0.936,""n_substitutions"":19},{""residue"":460,""mean_score"":0.9333,""n_substitutions"":19},{""residue"":212,""mean_score"":0.9271,""n_substitutions"":19},{""residue"":300,""mean_score"":0.9238,""n_substitutions"":19},{""residue"":41,""mean_score"":0.902,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.3725309278350515,9215,0.2514378730330982,AlphaMissense,AGT,P01019,2026-05-26 11:25:37.824922+00:00
"[{""residue"":363,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":367,""mean_score"":0.999,""n_substitutions"":19},{""residue"":132,""mean_score"":0.9989,""n_substitutions"":19},{""residue"":359,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":133,""mean_score"":0.9982,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5104346721016646,8341,0.4353195060544299,AlphaMissense,MYC,P01106,2026-05-26 11:25:37.824922+00:00
"[{""residue"":57,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":15,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":60,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":10,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":38,""mean_score"":0.9992,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7641075187969932,3591,0.7449178501810081,AlphaMissense,KRAS,P01116,2026-05-26 11:25:37.824922+00:00
"[{""residue"":43,""mean_score"":0.9983,""n_substitutions"":19},{""residue"":100,""mean_score"":0.9981,""n_substitutions"":19},{""residue"":109,""mean_score"":0.998,""n_substitutions"":19},{""residue"":96,""mean_score"":0.997,""n_substitutions"":19},{""residue"":95,""mean_score"":0.9969,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.517183444976076,2090,0.4574162679425837,AlphaMissense,INS,P01308,2026-05-26 11:25:37.824922+00:00
"[{""residue"":229,""mean_score"":0.9872,""n_substitutions"":19},{""residue"":91,""mean_score"":0.9754,""n_substitutions"":19},{""residue"":206,""mean_score"":0.972,""n_substitutions"":19},{""residue"":200,""mean_score"":0.9711,""n_substitutions"":19},{""residue"":177,""mean_score"":0.9702,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.48210939688276483,4427,0.40298170318500115,AlphaMissense,TNF,P01375,2026-05-26 11:25:37.824922+00:00
"[{""residue"":15,""mean_score"":0.941,""n_substitutions"":19},{""residue"":63,""mean_score"":0.9231,""n_substitutions"":19},{""residue"":128,""mean_score"":0.9224,""n_substitutions"":19},{""residue"":113,""mean_score"":0.9182,""n_substitutions"":19},{""residue"":58,""mean_score"":0.8945,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5684205006899269,5073,0.5152769564360339,AlphaMissense,APOA1,P02647,2026-05-26 11:25:37.824922+00:00
"[{""residue"":169,""mean_score"":0.9348,""n_substitutions"":19},{""residue"":164,""mean_score"":0.8734,""n_substitutions"":19},{""residue"":283,""mean_score"":0.8662,""n_substitutions"":19},{""residue"":125,""mean_score"":0.8649,""n_substitutions"":19},{""residue"":161,""mean_score"":0.8616,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4283625933919963,6023,0.32658143782168353,AlphaMissense,APOE,P02649,2026-05-26 11:25:37.824922+00:00
"[{""residue"":812,""mean_score"":0.9954,""n_substitutions"":19},{""residue"":64,""mean_score"":0.9946,""n_substitutions"":19},{""residue"":55,""mean_score"":0.9943,""n_substitutions"":19},{""residue"":799,""mean_score"":0.9942,""n_substitutions"":19},{""residue"":663,""mean_score"":0.9941,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4508793363315929,16454,0.34216603865321504,AlphaMissense,FGA,P02671,2026-05-26 11:25:37.824922+00:00
"[{""residue"":424,""mean_score"":0.9984,""n_substitutions"":19},{""residue"":437,""mean_score"":0.9983,""n_substitutions"":19},{""residue"":270,""mean_score"":0.9975,""n_substitutions"":19},{""residue"":106,""mean_score"":0.9952,""n_substitutions"":19},{""residue"":241,""mean_score"":0.9952,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4915440454496752,9329,0.4097974059384714,AlphaMissense,FGB,P02675,2026-05-26 11:25:37.824922+00:00
"[{""residue"":352,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":365,""mean_score"":0.9986,""n_substitutions"":19},{""residue"":208,""mean_score"":0.9977,""n_substitutions"":19},{""residue"":179,""mean_score"":0.9976,""n_substitutions"":19},{""residue"":346,""mean_score"":0.9947,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4983855698849775,8607,0.423841059602649,AlphaMissense,FGG,P02679,2026-05-26 11:25:37.824922+00:00
"[{""residue"":485,""mean_score"":0.9953,""n_substitutions"":19},{""residue"":270,""mean_score"":0.9951,""n_substitutions"":19},{""residue"":501,""mean_score"":0.9947,""n_substitutions"":19},{""residue"":224,""mean_score"":0.9939,""n_substitutions"":19},{""residue"":99,""mean_score"":0.9931,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5744702705038449,11571,0.5211304122374902,AlphaMissense,CHRM1,P02768,2026-05-26 11:25:37.824922+00:00
"[{""residue"":560,""mean_score"":0.9842,""n_substitutions"":19},{""residue"":571,""mean_score"":0.9817,""n_substitutions"":19},{""residue"":50,""mean_score"":0.9792,""n_substitutions"":19},{""residue"":581,""mean_score"":0.9788,""n_substitutions"":19},{""residue"":416,""mean_score"":0.9784,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.4505755789473699,11875,0.3506526315789474,AlphaMissense,F11,P03951,2026-05-26 11:25:37.824922+00:00
"[{""residue"":559,""mean_score"":0.9984,""n_substitutions"":19},{""residue"":767,""mean_score"":0.9984,""n_substitutions"":19},{""residue"":560,""mean_score"":0.998,""n_substitutions"":19},{""residue"":866,""mean_score"":0.9972,""n_substitutions"":19},{""residue"":765,""mean_score"":0.9968,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6233503378378378,16872,0.5795993361782835,AlphaMissense,HMGCR,P04035,2026-05-26 11:25:37.824922+00:00
"[{""residue"":165,""mean_score"":1.0,""n_substitutions"":19},{""residue"":152,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":176,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":168,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":155,""mean_score"":0.9999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6663983105912896,12312,0.6206140350877193,AlphaMissense,RAF1,P04049,2026-05-26 11:25:37.824922+00:00
"[{""residue"":34,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":35,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":110,""mean_score"":0.9988,""n_substitutions"":19},{""residue"":127,""mean_score"":0.9987,""n_substitutions"":19},{""residue"":149,""mean_score"":0.9986,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.7379838490456915,6916,0.7155870445344129,AlphaMissense,ALDOA,P04075,2026-05-26 11:25:37.824922+00:00
"[{""residue"":186,""mean_score"":0.9776,""n_substitutions"":19},{""residue"":245,""mean_score"":0.9763,""n_substitutions"":19},{""residue"":261,""mean_score"":0.9751,""n_substitutions"":19},{""residue"":212,""mean_score"":0.9723,""n_substitutions"":19},{""residue"":976,""mean_score"":0.9562,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.37059534572627906,86716,0.23898703814751604,AlphaMissense,APOB,P04114,2026-05-26 11:25:37.824922+00:00
"[{""residue"":473,""mean_score"":1.0,""n_substitutions"":19},{""residue"":463,""mean_score"":1.0,""n_substitutions"":19},{""residue"":457,""mean_score"":1.0,""n_substitutions"":19},{""residue"":441,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":438,""mean_score"":0.9999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5210872654609433,14763,0.44042538779380885,AlphaMissense,NR3C1,P04150,2026-05-26 11:25:37.824922+00:00
"[{""residue"":179,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":214,""mean_score"":0.9989,""n_substitutions"":19},{""residue"":158,""mean_score"":0.9914,""n_substitutions"":19},{""residue"":131,""mean_score"":0.9898,""n_substitutions"":19},{""residue"":202,""mean_score"":0.9885,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6393153734137716,4807,0.6174329103390889,AlphaMissense,PRNP,P04156,2026-05-26 11:25:37.824922+00:00
"[{""residue"":105,""mean_score"":0.9829,""n_substitutions"":19},{""residue"":126,""mean_score"":0.9753,""n_substitutions"":19},{""residue"":218,""mean_score"":0.9744,""n_substitutions"":19},{""residue"":241,""mean_score"":0.9674,""n_substitutions"":19},{""residue"":78,""mean_score"":0.9336,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.3378650626566398,9975,0.19699248120300752,AlphaMissense,HRG,P04196,2026-05-26 11:25:37.824922+00:00
"[{""residue"":77,""mean_score"":0.9422,""n_substitutions"":19},{""residue"":243,""mean_score"":0.9275,""n_substitutions"":19},{""residue"":237,""mean_score"":0.9269,""n_substitutions"":19},{""residue"":171,""mean_score"":0.9229,""n_substitutions"":19},{""residue"":277,""mean_score"":0.9189,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.46776323886639776,6175,0.3910931174089069,AlphaMissense,MAS1,P04201,2026-05-26 11:25:37.824922+00:00
"[{""residue"":193,""mean_score"":0.9214,""n_substitutions"":19},{""residue"":129,""mean_score"":0.9209,""n_substitutions"":19},{""residue"":82,""mean_score"":0.9166,""n_substitutions"":19},{""residue"":390,""mean_score"":0.9157,""n_substitutions"":19},{""residue"":362,""mean_score"":0.9143,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.3661185388845257,7638,0.2567426027755957,AlphaMissense,SHBG,P04278,2026-05-26 11:25:37.824922+00:00
"[{""residue"":863,""mean_score"":0.9999,""n_substitutions"":19},{""residue"":732,""mean_score"":0.9998,""n_substitutions"":19},{""residue"":845,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":850,""mean_score"":0.9996,""n_substitutions"":19},{""residue"":904,""mean_score"":0.9996,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5479129712728085,23845,0.4811071503459845,AlphaMissense,ERBB2,P04626,2026-05-26 11:25:37.824922+00:00
"[{""residue"":170,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":143,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":227,""mean_score"":0.9991,""n_substitutions"":19},{""residue"":232,""mean_score"":0.999,""n_substitutions"":19},{""residue"":151,""mean_score"":0.999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.640078179231863,7030,0.5914651493598863,AlphaMissense,WNT1,P04628,2026-05-26 11:25:37.824922+00:00
"[{""residue"":655,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":650,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":690,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":668,""mean_score"":0.9989,""n_substitutions"":19},{""residue"":719,""mean_score"":0.9987,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.48101917482147233,15124,0.39566252314202593,AlphaMissense,NTRK1,P04629,2026-05-26 11:25:37.824922+00:00
"[{""residue"":176,""mean_score"":0.9997,""n_substitutions"":19},{""residue"":281,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":238,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":242,""mean_score"":0.9993,""n_substitutions"":19},{""residue"":278,""mean_score"":0.9987,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5267141020490154,7467,0.45761349939734836,AlphaMissense,TP53,P04637,2026-05-26 11:25:37.824922+00:00
"[{""residue"":457,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":133,""mean_score"":0.9995,""n_substitutions"":19},{""residue"":760,""mean_score"":0.9994,""n_substitutions"":19},{""residue"":337,""mean_score"":0.9992,""n_substitutions"":19},{""residue"":514,""mean_score"":0.999,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.6080422761449054,14630,0.5568010936431989,AlphaMissense,APP,P05067,2026-05-26 11:25:37.824922+00:00
"[{""residue"":145,""mean_score"":0.999,""n_substitutions"":19},{""residue"":258,""mean_score"":0.9989,""n_substitutions"":19},{""residue"":601,""mean_score"":0.9986,""n_substitutions"":19},{""residue"":624,""mean_score"":0.9985,""n_substitutions"":19},{""residue"":681,""mean_score"":0.9985,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.5968505610472864,14972,0.5393401015228426,AlphaMissense,ITGB3,P05106,2026-05-26 11:25:37.824922+00:00
"[{""residue"":111,""mean_score"":0.9812,""n_substitutions"":19},{""residue"":101,""mean_score"":0.981,""n_substitutions"":19},{""residue"":93,""mean_score"":0.9694,""n_substitutions"":19},{""residue"":72,""mean_score"":0.9309,""n_substitutions"":19},{""residue"":78,""mean_score"":0.9251,""n_substitutions"":19}]",CC-BY-NC-SA-4.0,0.44473128103276965,4028,0.3299404170804369,AlphaMissense,IL6,P05231,2026-05-26 11:25:37.824922+00:00
