source_doc_id,source_doc_type,subject_id,subject_type,relation_type,object_id,object_type,confidence,evidence_text,correct,rationale,review_flag
40952644,paper,CHEMBL3545262,compound,inhibits,CHEMBL4297939,compound,0.3127233386039734,"Application and Progress of Antibody-Drug Conjugates (ADCs) in the Treatment of Metastatic Triple-Negative Breast Cancer.. Metastatic triple-negative breast cancer (TNBC) lacks actionable targets, and chemotherapy yields median progression-free survival (mPFS) of 4.6-9.7 months and median overall survival (mOS) of 12.6-26.3 months. Immune checkpoint inhibitors (ICIs) and poly (ADP-ribose) polymerase (PARP) inhibitors only help subsets (objective response rate [ORR] of ~ 5% and ~ 12%, respectivel",No,"compound->compound: drug combination / co-mention, not a real inhibition relation",
41249890,paper,GIPR,target,inhibits,CHEMBL386630,compound,0.48757585883140564,"Glucose-dependent insulinotropic peptide (GIP) suppresses androgen biosynthesis in PCOS mouse models and cellular systems.. OBJECTIVE: To assess the potential therapeutic effects of glucose-dependent insulinotropic peptide (GIP) on hyperandrogenism. METHODS: Polycystic ovary syndrome (PCOS) mouse models induced by dehydroepiandrosterone (DHEA) were established to evaluate the impact of GIP on androgen synthesis in vivo. Additionally, NCI-H295R cells were utilized for in vitro studies to investig",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
33325754,paper,CHEMBL3301589,compound,inhibits,FGFR2,target,0.3105224668979645,"Enfortumab vedotin - next game-changer in urothelial cancer.. Introduction: The therapeutic landscape of metastatic urothelial carcinoma (mUC) becomes increasingly dense: standard therapy remains cisplatin-based chemotherapy, followed by immunotherapy with checkpoint inhibitors as maintenance or second-line. New directions include erdafitinib, a fibroblast growth factor receptor (FGFR) inhibitor in patients with corresponding mutations in FGFR2/3 receptor. Enfortumab vedotin (EV) is an antibody-",Yes,,
41052718,paper,TRPV1,target,inhibits,CHEMBL294199,compound,0.3889043629169464,"Role of capsaicin, circadian clock genes, and TRPV1 in colorectal carcinogenesis: Lessons and future directions.. Disruptions in rhythm-regulating genes, termed circadian misalignment, have been increasingly associated with the progression of colorectal cancer (CRC), a significant global health challenge. Capsaicin (CAP), a bioactive compound found in chili pepper, has emerged as a promising modulator of clock genes, exhibiting anti-CRC potential. We propose a previously unrecognized dual-pathwa",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
39113090,paper,CHEMBL1336,compound,inhibits,FLT3,target,0.3189529478549957,Concomitant targeting of FLT3 and SPHK1 exerts synergistic cytotoxicity in FLT3-ITD+ acute myeloid leukemia by inhibiting β-catenin activity via the PP2A-GSK3β axis.. BACKGROUND: Approximately 25-30% of patients with acute myeloid leukemia (AML) have FMS-like receptor tyrosine kinase-3 (FLT3) mutations that contribute to disease progression and poor prognosis. Prolonged exposure to FLT3 tyrosine kinase inhibitors (TKIs) often results in limited clinical responses due to diverse compensatory surv,Yes,,
38857680,paper,CHEK2,target,inhibits,CHEMBL150,compound,0.44347554445266724,"Kaempferol from Alpinia officinarum hance induces G2/M cell cycle arrest in hepatocellular carcinoma cells by regulating the ATM/CHEK2/KNL1 pathway.. ETHNOPHARMACOLOGICAL RELEVANCE: Alpinia officinarum Hance (A. officinarum), a perennial herb known for its medicinal properties, has been used to treat various ailments, such as stomach pain, abdominal pain, emesis, and digestive system cancers. A. officinarum is extensively cultivated in the Qiongzhong and Baisha regions of Hainan, and it holds su",No,"kaempferol regulates ATM/CHEK2 pathway (checkpoint activation), not inhibition of CHEK2",
41129723,paper,MAPT,target,inhibits,PSEN2,target,0.3386073410511017,"Virtual screening of drugs against multiple targets of Alzheimer's disease.. BackgroundDrug repurposing offers a rapid, cost-effective approach for discovering therapies against multiple targets.ObjectiveHere, we screen virtual ligand libraries consisting of 3468 approved drugs against 11 protein targets associated with Alzheimer's disease (AD).MethodsWe employ blind molecular docking, and target amyloid-β (Aβ), microtubule-associated protein tau (MAPT), Apolipoprotein E4 (APOE4), acetylcholines",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
37402770,paper,CHEMBL1200689,compound,inhibits,NOS1,target,0.41788238286972046,"ARL-17477 is a dual inhibitor of NOS1 and the autophagic-lysosomal system that prevents tumor growth in vitro and in vivo.. ARL-17477 is a selective neuronal nitric oxide synthase (NOS1) inhibitor that has been used in many preclinical studies since its initial discovery in the 1990s. In the present study, we demonstrate that ARL-17477 exhibits a NOS1-independent pharmacological activity that involves inhibition of the autophagy-lysosomal system and prevents cancer growth in vitro and in vivo. I",Yes,,
40149372,paper,CHEMBL3301610,compound,inhibits,CDK4,target,0.45149824023246765,"CDK4/6 as a Therapeutic Target in HR+/HER2- Breast Cancer Cells-Current Treatment Status.. Breast cancer is the most frequently diagnosed neoplasm in the world. It can be classified into four main subtypes, each of them showing differences in the expression of hormone receptor (HR), human epidermal growth factor receptor 2 (HER2), and in cell metabolism. Since 2015, when The U.S. Food and Drug Administration (FDA) approved the first cyclin-dependent kinase 4 and 6 (CDK4/6) inhibitor that regulat",Yes,,
32955823,paper,CHEMBL1336,compound,inhibits,FLT3,target,0.35754817724227905,FLT3 inhibitors in the treatment of acute myeloid leukemia: current status and future perspectives.. Mutations in the FMS-like tyrosine kinase 3 (FLT3) gene arise in 25-30% of all acute myeloid leukemia (AML) patients. These mutations lead to constitutive activation of the protein product and are divided in two broad types: internal tandem duplication (ITD) of the juxtamembrane domain (25% of cases) and point mutations in the tyrosine kinase domain (TKD). Patients with FLT3 ITD mutations have a ,Yes,,
37691344,paper,HER2,target,inhibits,CHEMBL1201585,compound,0.37846872210502625,"Brave new world-new and emerging treatments for gastric cancer.. Despite considerable international heterogeneity in the incidence and histological subtypes of gastric cancer (GC), in addition to more recent epidemiological trends, chemotherapy has long represented the main systemic therapeutic option in its treatment. For the roughly 20% of GC with human epidermal growth factor receptor 2 (HER2) overexpression, there is a more recently established role for the addition of HER2+ based therapy in",Partial,direction reversed: object compound is a genuine inhibitor of subject target,REVIEW
36409355,paper,TH,target,inhibits,PINK1,target,0.3616873323917389,"The role of tyrosine hydroxylase-dopamine pathway in Parkinson's disease pathogenesis.. BACKGROUND: Parkinson's disease (PD) is characterized by selective and progressive dopamine (DA) neuron loss in the substantia nigra and other brain regions, with the presence of Lewy body formation. Most PD cases are sporadic, whereas monogenic forms of PD have been linked to multiple genes, including Leucine kinase repeat 2 (LRRK2) and PTEN-induced kinase 1 (PINK1), two protein kinase genes involved in mult",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
37986339,paper,AKT1,target,inhibits,CHEMBL150,compound,0.3829721510410309,"Investigating the therapeutic mechanism of Xiaotan Sanjie Formula for gastric cancer via network pharmacology and molecular docking: A review.. Xiaotan Sanjie Formula (XTSJF), a traditional Chinese prescription, holds promising potential in addressing gastric cancer (GC). Despite this, the fundamental constituents and underlying mechanisms that define XTSJF's attributes remain enigmatic. Against this backdrop, this study endeavors to unravel the latent mechanisms driving XTSJF's impact on GC, le",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
39968498,paper,CDK4,target,inhibits,CHEMBL3301610,compound,0.4448968172073364,"Targeting CDK4/6 suppresses colorectal cancer by destabilizing YAP1.. Colorectal cancer (CRC) is among the most prevalent and deadly cancers worldwide. The Yes-associated protein 1 (YAP1) is frequently dysregulated in cancers, contributing to cancer stemness, chemoresistance, and cancer-related death. However, strategies directly targeting YAP1 have not yet been successful because of the lack of active binding pockets and unregulated toxicity. In this study, our Food and Drug Administration (FDA",Partial,direction reversed: object compound is a genuine inhibitor of subject target,REVIEW
35294522,paper,CHEMBL3545110,compound,inhibits,CDK4,target,0.5009792447090149,"Phase Ib/II Trial of Ribociclib in Combination with Binimetinib in Patients with NRAS-mutant Melanoma.. PURPOSE: Enhanced MAPK pathway signaling and cell-cycle checkpoint dysregulation are frequent in NRAS-mutant melanoma and, as such, the regimen of the MEK inhibitor binimetinib and the selective CDK4/6 inhibitor ribociclib is a rational combination. PATIENTS AND METHODS: This is a phase Ib/II, open-label study of ribociclib + binimetinib in patients with NRAS-mutant melanoma (NCT01781572). Pri",Yes,,
40038412,paper,HDAC6,target,inhibits,VHL,target,0.7314745783805847,"VHL ameliorates arecoline-induced oral submucosal fibrosis by promoting HDAC6 ubiquitination and blocking NF-κB pathway.. The chronic illness known as oral submucous fibrosis (OSF) results in tissue fibrosis, precancerous lesions, and scarring. It usually manifests itself in the buccal mucosa. It frequently occurs in the buccal mucosa. Von Hippel-Lindau (VHL) is an essential component of E3 ubiquitin ligase complex. The loss of VHL led to reduced fibrotic responses, accompanied by ameliorated fi",Partial,"reversed: VHL promotes HDAC6 ubiquitination (VHL->HDAC6), not HDAC6->VHL",
EP-3463348-A1,patent,BCL2,target,inhibits,MYC,target,0.616358757019043,"Combinations comprising histone deacetylase inhibitors. The invention relates to a combination of a compound of formula (I) or a pharmaceutically acceptable salt thereof, and at least one second agent selected from the group consisting of proteasome inhibitors, tumour immunotherapeutics or immunomodulatory agents, signal transduction pathway inhibitors, agents inhibiting the BCL2 family of proteins, agents inhibiting Mcl-1, poly (ADP-ribose) polymerase (PARP) Inhibitors, aromatase inhibitors, co",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
41309265,paper,BRCA1,target,inhibits,RET,target,0.36572161316871643,"Actionable mutations in pancreatic cancer: where targeted therapies are making a difference.. Pancreatic ductal adenocarcinoma (PDAC) remains one of the deadliest solid tumours, with 5-year survival consistently below 10% and only modest gains from conventional chemotherapy after first-line failure. Although oncogenic KRAS mutations dominate the genomic landscape, recent large-scale sequencing has revealed a series of less frequent but therapeutically actionable alterations. This review synthesi",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
40630673,paper,EGFR,target,inhibits,HER3,target,0.3954874277114868,"A momentous progress update: epidermal growth factor receptor inhibitors as viable agents for combating cancer.. The epidermal growth factor receptor (EGFR) family comprises four distinct members with similar framework characteristics: EGFR (HER1/ErbB1), ErbB2 (HER2/neu), ErbB3 (HER3), and ErbB4 (HER4). EGFR plays a pivotal role in cellular signaling pathways that regulate key pathological processes, including apoptosis, uncontrolled cell proliferation, metastasis, and angiogenesis. However, cli",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
39471652,paper,CHEMBL3301622,compound,inhibits,FLT3,target,0.5550287365913391,"Gilteritinib reverses ABCB1-mediated multidrug resistance: Preclinical in vitro and animal investigations.. Multi-drug resistance (MDR) poses a significant challenge to cancer treatment. Targeting ATP-binding cassette subfamily B member 1 (ABCB1) is a viable strategy for overcoming MDR. This study examined the preclinical in vitro and animal studies that used gilteritinib, a FLT3 inhibitor that reverses ABCB1-mediated MDR. At nontoxic levels, gilteritinib significantly increased the susceptibili",Yes,,
41531229,paper,CHEMBL3039507,compound,inhibits,SCD,target,0.49372923374176025,"Beneficial effects of SGLT1/2 and SGLT2 inhibitors on vaso-occlusive events and organ damage in sickle cell disease mice.. AIMS: Sodium-glucose co-transporter 2 inhibitors are widely used to treat patients with type 2 diabetes and exhibit beneficial cardiovascular effects beyond glucose lowering. In this study, we investigated their potential to alleviate vaso-occlusive events and organ damage in sickle cell disease (SCD) mice. METHODS AND RESULTS: Intravital and immunofluorescence microscopy re",No,c>t: co-mention / network-pharmacology / wrong polarity / compound real target differs,
40993323,paper,ALK,target,inhibits,CHEMBL3301622,compound,0.33574193716049194,"Preclinical Prediction of Resistance Mutations and Proposal of Sequential Treatment Strategies for ALK-positive Lung Cancer Using Next-generation ALK Inhibitors.. BACKGROUND: Anaplastic lymphoma kinase (ALK) gene rearrangements occur in approximately 5% of non-small cell lung cancers (NSCLCs). Although ALK tyrosine kinase inhibitors provide substantial clinical benefits, acquired resistance-conferring mutations frequently emerge, leading to disease progression. Preclinical prediction of these mu",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
38677509,paper,CHEMBL5314341,compound,inhibits,GCGR,target,0.3830444812774658,"Intra-islet glucagon signalling regulates beta-cell connectivity, first-phase insulin secretion and glucose homoeostasis.. OBJECTIVE: Type 2 diabetes (T2D) is characterised by the loss of first-phase insulin secretion. We studied mice with β-cell selective loss of the glucagon receptor (Gcgrfl/fl X Ins-1Cre), to investigate the role of intra-islet glucagon receptor (GCGR) signalling on pan-islet [Ca2+]I activity and insulin secretion. METHODS: Metabolic profiling was conducted on Gcgrβ-cell-/- a",No,c>t: co-mention / network-pharmacology / wrong polarity / compound real target differs,
33866131,paper,ATM,target,inhibits,WEE1,target,0.3412017822265625,"Drug and molecular radiotherapy combinations for metastatic castration resistant prostate cancer.. Metastatic castration resistant prostate cancer (mCRPC) is a highly lethal disease. Several novel therapies have been assessed in the past years. Targeting DNA damage response (DDR) pathways in prostate cancer became a promising treatment strategy and olaparib and rucaparib, Poly(ADP-ribose) polymerase (PARP) inhibitors, have been approved for patients carrying mutations in homologous recombination",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
41129723,paper,CHEMBL1017,compound,inhibits,MAPT,target,0.3417458236217499,"Virtual screening of drugs against multiple targets of Alzheimer's disease.. BackgroundDrug repurposing offers a rapid, cost-effective approach for discovering therapies against multiple targets.ObjectiveHere, we screen virtual ligand libraries consisting of 3468 approved drugs against 11 protein targets associated with Alzheimer's disease (AD).MethodsWe employ blind molecular docking, and target amyloid-β (Aβ), microtubule-associated protein tau (MAPT), Apolipoprotein E4 (APOE4), acetylcholines",No,c>t: co-mention / network-pharmacology / wrong polarity / compound real target differs,
41061202,paper,BCL2,target,inhibits,TP53,target,0.3088507354259491,"Combining drugs that bypass p53 to treat TP53-mutated leukemias.. Acute myeloid leukemias (AML) containing TP53 (p53) mutations are routinely treated with decitabine or 5-azacytidine, which deplete DNA methyltransferase 1 (DNMT1; ie, hypomethylating agents [HMA]). Unfortunately, resistance/relapse, characterized by preserved DNMT1, is rapid. HMA are pyrimidine analogs, and to deplete DNMT1, must compete with endogenous pyrimidines. These were substantially increased in HMA-resistant vs parental ",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
31833955,paper,CHEMBL255863,compound,inhibits,KIT,target,0.30611079931259155,"Targeted therapies in melanoma beyond BRAF: targeting NRAS-mutated and KIT-mutated melanoma.. PURPOSE OF REVIEW: Melanoma treatment have been revolutionized since 2010 by the development of immune checkpoint inhibitors, and, for BRAF-mutated melanoma, targeted therapies based on BRAF and MEK inhibitors, which is a model of effective targeted therapy in cancer. However, patients with BRAF wild type cannot benefit for such treatments. In this review, we will focus on the current clinical developme",Yes,,
34940424,paper,CHEMBL2010601,compound,inhibits,ABCB1,target,0.3703470528125763,"Structure of ABCB1/P-Glycoprotein in the Presence of the CFTR Potentiator Ivacaftor.. ABCB1/P-glycoprotein is an ATP binding cassette transporter that is involved in the clearance of xenobiotics, and it affects the disposition of many drugs in the body. Conformational flexibility of the protein within the membrane is an intrinsic part of its mechanism of action, but this has made structural studies challenging. Here, we have studied different conformations of P-glycoprotein simultaneously in the",No,ivacaftor bound to ABCB1 for a structural study; not an established ABCB1 inhibitor,
41422862,paper,PTEN,target,inhibits,CHEMBL2325741,compound,0.3310012221336365,"Capivasertib plus paclitaxel as first-line treatment for metastatic triple-negative breast cancer: results from the randomised, global phase III CAPItello-290 trial.. BACKGROUND: Adding the pan-Akt serine/threonine kinase (AKT) inhibitor capivasertib to first-line paclitaxel in metastatic triple-negative breast cancer (TNBC) led to significantly longer progression-free survival (PFS) and overall survival (OS) versus placebo-paclitaxel in the phase II PAKT trial. CAPItello-290 was designed to fur",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
40374836,paper,CHEMBL180022,compound,inhibits,HER2,target,0.3266741633415222,"Modulation of HER2 internalization enhances single-dose antibody-drug potency in HER2+ gastric cancer.. HER2 is a membrane receptor tyrosine kinase overexpressed in 18-20% of gastric tumors. Trastuzumab emtansine (T-DM1) is an antibody-drug conjugate (ADC) that targets HER2-positive (HER2+) cancer cells with a chemotherapeutic agent, emtansine. T-DM1 has low efficacy in HER2+ gastric cancer. This study explored the efficacy of combining drugs known to modulate HER2 internalization to enhance T-D",Yes,,
39345487,paper,WEE1,target,inhibits,CDK4,target,0.5031344294548035,"WEE1 inhibition delays resistance to CDK4/6 inhibitor and antiestrogen treatment in estrogen receptor-positive breast cancer.. Although endocrine therapies and Cdk4/6 inhibitors have produced significantly improved outcomes for patients with estrogen receptor positive (ER+) breast cancer, continuous application of these drugs often results in resistance. We hypothesized that cancer cells acquiring drug resistance might increase their dependency on negative regulators of the cell cycle. Therefore",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
32882995,paper,CHEMBL601719,compound,inhibits,ROS1,target,0.576387345790863,"Novel Multitarget Therapies for Lung Cancer and Respiratory Disease.. In recent years, multitarget drugs for neurological diseases such as Alzheimer's disease have been developed and well researched. Many studies have revealed that multitarget drugs are also useful for lung cancer and respiratory diseases. Pemetrexed is a multitargeted antifolate with strong antitumor activity against mesothelioma and lung adenocarcinoma. Crizotinib is an ATP-competitive tyrosine kinase inhibitor that targets c-",Yes,,
32087304,paper,ATM,target,inhibits,CHEMBL27759,compound,0.46036675572395325,"The multi-kinase inhibitor lenvatinib interacts with the HDAC inhibitor entinostat to kill liver cancer cells.. Prior studies from our group have combined the multi-kinase inhibitor sorafenib with HDAC inhibitors in GI tumor cells that resulted in the trials NCT02349867 and NCT01075113. The multi-kinase inhibitor lenvatinib, for the treatment of liver cancer, has fewer negative sequelae than sorafenib. We determined the mechanisms by which lenvatinib interacted with the HDAC inhibitor entinostat",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
40480341,paper,APP,target,inhibits,BACE2,target,0.34639453887939453,"Soluble VCAM-1 May Serve as a Pharmacodynamic CSF Marker to Monitor BACE2 Activity in Non-Human Primates.. The β-secretase β-site APP cleaving enzyme 1 (BACE1) is a major drug target for Alzheimer's disease (AD). Clinically tested BACE1 inhibitors induced unexpected cognitive side effects that may stem from their cross-inhibition of the homologous protease BACE2. Yet, little is known about BACE2 functions and substrates in vivo, and no biomarker is available to monitor the extent of BACE2 inhibi",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
31124056,paper,CHEMBL1983268,compound,inhibits,ROS1,target,0.358826607465744,"Entrectinib resistance mechanisms in ROS1-rearranged non-small cell lung cancer.. Entrectinib is a pan-tyrosine-kinase inhibitor that targets oncogenic rearrangements in NTRK, ROS1 and ALK. The combined results of two clinical trials demonstrated the efficacy of entrectinib in ROS1-rearranged NSCLC. Because the development of drug resistance is inevitable, it would be helpful to determine the mechanisms of entrectinib resistance in a ROS1-rearranged tumor model so that future therapeutic strateg",Yes,,
41010009,paper,BCL2,target,inhibits,CHEMBL1873475,compound,0.32882407307624817,"Resistance Mutations in CLL: Genetic Mechanisms Shaping the Future of Targeted Therapy.. Chronic lymphocytic leukemia (CLL) is the most common type of leukemia in Western populations and remains incurable despite significant therapeutic advancements. Over the past decade, the treatment landscape has evolved from traditional chemoimmunotherapy to targeted oral agents, including Bruton's tyrosine kinase inhibitors (BTKis) and BCL2 inhibitors (BCL2is), which have demonstrated superior efficacy and ",No,t>c: wrong target (promiscuous ID) / disease-abbrev subject / wrong polarity / unreliable ID,
34253688,paper,CHEMBL98,compound,inhibits,HDAC2,target,0.32257336378097534,"HDAC2 and 7 down-regulation induces senescence in dermal fibroblasts.. Originally simply reported to be in a stable and irreversible growth arrest in vitro, senescent cells are now clearly associated with normal and pathological ageing in vivo. They are characterized by several biomarkers and changes in gene expression that may depend on epigenetic factors, such as histone acetylation, involving a balance between histone acetyltransferases (HATs) and histone deacetylases (HDACs). In this study, ",Yes,vorinostat (CHEMBL98) -> HDAC2,
36918009,paper,CHEMBL25,compound,inhibits,PTGS2,target,0.4092017114162445,"Impact of pharmacogenetics on aspirin resistance: a systematic review.. BACKGROUND: Pharmacogenetics promises better control of diseases such as cardiovascular disease (CVD). Acetylsalicylic acid, aspirin, prevents the formation of an activating agent of platelet aggregation and vasoconstriction, and it is used to prevent CVD. Nevertheless, patients may have treatment failure due to genetic variants that modify the metabolism of the drug causing aspirin resistance (AR). OBJECTIVES: To realize a ",Yes,,
34789563,paper,CHEMBL3188267,compound,inhibits,MET,target,0.46362417936325073,"Combination of Type I and Type II MET Tyrosine Kinase Inhibitors as Therapeutic Approach to Prevent Resistance.. MET-targeted therapies are clinically effective in MET-amplified and MET exon 14 deletion mutant (METex14) non-small cell lung cancers (NSCLCs), but their efficacy is limited by the development of drug resistance. Structurally distinct MET tyrosine kinase inhibitors (TKIs) (type I/II) have been developed or are under clinical evaluation, which may overcome MET-mediated drug resistance",Yes,,
37071495,paper,RET,target,inhibits,CDK4,target,0.4643052816390991,"Kinome Reprogramming Is a Targetable Vulnerability in ESR1 Fusion-Driven Breast Cancer.. UNLABELLED: Transcriptionally active ESR1 fusions (ESR1-TAF) are a potent cause of breast cancer endocrine therapy (ET) resistance. ESR1-TAFs are not directly druggable because the C-terminal estrogen/anti-estrogen-binding domain is replaced with translocated in-frame partner gene sequences that confer constitutive transactivation. To discover alternative treatments, a mass spectrometry (MS)-based kinase inh",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
38135258,paper,CHEMBL163,compound,inhibits,CHEMBL396298,compound,0.4392871558666229,"Coadministration of ABCB1/P-glycoprotein inhibitor elacridar improves tissue distribution of ritonavir-boosted oral cabazitaxel in mice.. Developing an oral formulation for the chemotherapeutic cabazitaxel might improve its patient-friendliness, costs, and potentially exposure profile. Cabazitaxel oral availability is restricted by CYP3A-mediated first-pass metabolism, but can be substantially boosted with the CYP3A inhibitor ritonavir. We here tested whether adding the ABCB1/P-glycoprotein inhi",No,"compound->compound: drug combination / co-mention, not a real inhibition relation",
39557132,paper,BRCA1,target,inhibits,ATR,target,0.48077449202537537,"Molecular mechanisms restoring olaparib efficacy through ATR/CHK1 pathway inhibition in olaparib-resistant BRCA1/2MUT ovarian cancer models.. Resistance to olaparib inevitably develops in ovarian cancer (OC) patients, highlighting the necessity for effective strategies to improve its efficacy. Here, we established a novel olaparib-resistant patient-derived xenograft model of high-grade serous OC with BRCA1/2 mutations and examined the molecular characteristics of acquired resistance and resensit",No,"t>t: co-mention of two separate drug targets (combination/multi-target/pathway), no direct inhibition",
