patent_id,person_id
MX2025004213A,PELISH Henry Efrem
MX2025003721A,PANG RAN
MX2025003721A,ZHANG PING
MX2025003721A,LIU Xuebin
MX2025003721A,ZHANG Baoyuan
MX2025003721A,WANG Zaiqi
MX2025003721A,WANG ZAIQI
MX2025003721A,LIU XUEBIN
MX2025003721A,PANG Ran
MX2025003721A,ZHANG Ping
MX2025003721A,ZHANG BAOYUAN
MX2025002214A,FUJIMURA TAKAAKI
MX2025002214A,FURUGAKI KO
MX2025002214A,FUJIMURA Takaaki
MX2025002214A,FURUGAKI Ko
CN120344244A,李焕银
CN120344244A,王义汉
CN120344244A,CAO JINGRONG
CN120344244A,LIU YUN
CN120344244A,曹景蓉
CN120344244A,LI HUANYIN
CN120344244A,WANG YIHAN
US2025228918A1,SCHLESSINGER JOSEPH
US2025228918A1,"Kaur, Navjot"
US2025228918A1,AHMED MANSOOR
US2025228918A1,HORVATH TAMAS
US2025228918A1,"Schlessinger, Joseph"
US2025228918A1,"Ahmed, Mansoor"
US2025228918A1,"Horvath, Tamas"
US2025228918A1,KAUR NAVJOT
AU2024210803A1,"WU, Tianzhu"
AU2024210803A1,LIN YANQIONG
AU2024210803A1,"WU, Yanan"
AU2024210803A1,LI WEIDONG
AU2024210803A1,"LI, Weidong"
AU2024210803A1,"LIN, Yanqiong"
AU2024210803A1,WU YANAN
AU2024210803A1,WU TIANZHU
TW202513075A,"NOE, JOHANNES ALEXANDER"
TW202513075A,OCHI LOHMANN TANIA HELENA
TW202513075A,GOLDING SOPHIE MAUDE ALICE
TW202513075A,XU TING-TING
TW202513075A,MAUDIRE EPOUSE HILTON MAGALIE
TW202513075A,CARDONA GAVALDON ANDRES
TW202513075A,"ZEAITER, ALI"
TW202513075A,ZEAITER ALI
TW202513075A,"CARDONA GAVALDON, ANDRES"
TW202513075A,"ARCHER, VENICE ROSALIE"
TW202513075A,"BORDOGNA, WALTER"
TW202513075A,"RUF, THORSTEN"
TW202513075A,ARCHER VENICE ROSALIE
TW202513075A,"MAUDIRE EPOUSE HILTON, MAGALIE"
TW202513075A,"XU, TING-TING"
TW202513075A,"GOLDING, SOPHIE MAUDE ALICE"
TW202513075A,BORDOGNA WALTER
TW202513075A,NOE JOHANNES ALEXANDER
TW202513075A,"OCHI LOHMANN, TANIA HELENA"
TW202513075A,RUF THORSTEN
MX2024015387A,FURUGAKI KO
MX2024015387A,FURUGAKI Ko
WO2025128880A1,HEYMACH JOHN VICTOR
WO2025128880A1,"NILSSON, Monique B"
WO2025128880A1,NILSSON MONIQUE B
WO2025128880A1,"HEYMACH, John Victor"
CN120118070A,王士群
CN120118070A,董金云
CN120118070A,LIANG HUI
CN120118070A,LI LU
CN120118070A,DONG JINYUN
CN120118070A,WANG SHIQUN
TW202509017A,STIEFL NIKOLAUS JOHANNES
TW202509017A,"LIZOS, DIMITRIOS"
TW202509017A,ARISTA LUCA
TW202509017A,WEILER SVEN
TW202509017A,ULLRICH THOMAS
TW202509017A,LATTMANN RENE
TW202509017A,USSELMANN PEGGY
TW202509017A,DILLON MICHAEL PATRICK
TW202509017A,"ARISTA, LUCA"
TW202509017A,"DILLON, MICHAEL PATRICK"
TW202509017A,"STIEFL, NIKOLAUS JOHANNES"
TW202509017A,"USSELMANN, PEGGY"
TW202509017A,"WEILER, SVEN"
TW202509017A,"LATTMANN, RENE"
TW202509017A,LIZOS DIMITRIOS
TW202509017A,"ULLRICH, THOMAS"
WO2025238172A1,EMERY AMY
WO2025238172A1,HARDWICK BRYN
WO2025238172A1,"ROMO MORALES, Antonio"
WO2025238172A1,"ZERBINO, Daniel"
WO2025238172A1,"EMERY, Amy"
WO2025238172A1,JURISIC ANAMARIJA
WO2025238172A1,"HERR, Patrick"
WO2025238172A1,"JURISIC, Anamarija"
WO2025238172A1,"HARDWICK, Bryn"
WO2025238172A1,"MCKENZIE, Grahame"
WO2025238172A1,"CROOKS, Alex"
WO2025238172A1,ZERBINO DANIEL
WO2025238172A1,"DIANES SANTOS, Jose"
WO2025238172A1,GARNETT MATHEW
WO2025238172A1,MCKENZIE GRAHAME
WO2025238172A1,"GARNETT, Mathew"
WO2025238172A1,ROMO MORALES ANTONIO
WO2025238172A1,CROOKS ALEX
WO2025238172A1,DIANES SANTOS JOSE
WO2025238172A1,HERR PATRICK
WO2025103408A1,李焕银
WO2025103408A1,王义汉
WO2025103408A1,CAO JINGRONG
WO2025103408A1,LIU YUN
WO2025103408A1,曹景蓉
WO2025103408A1,LI HUANYIN
WO2025103408A1,WANG YIHAN
CN120025316A,仵清春
CN120025316A,WANG LIQIANG
CN120025316A,HU WEI
CN120025316A,WU QINGCHUN
CN120025316A,王力强
CN120025316A,CAI XIN
CN120035594A,H·E·佩利什
CN120035594A,A·唐皮拉查库尔
CN120035594A,TAMPIRACHAKUL ADIL
CN120035594A,B·杰拉德
CN120035594A,J·C·霍朗
CN120035594A,PELISH HENRY EFREM
CN120035594A,GERARD BAUDOUIN
CN120035594A,HOLLON JAMES C
CN120004863A,ZHOU SHUIPING
CN120004863A,高凡云
CN120004863A,SONG LI
CN120004863A,FENG LEI
CN120004863A,ZHU SHIPENG
CN120004863A,GAO FANYUN
CN120004863A,WANG CHUNJIAN
CN120004863A,CAI JINYONG
CN120004863A,丁莹莹
CN120004863A,朱士澎
CN120004863A,SHI HONGGANG
CN120004863A,施宏刚
CN120004863A,DING YINGYING
CN120004863A,蔡金勇
CN120004863A,周水平
CN120004863A,王春建
CN120004863A,TANG HAI
WO2025097041A1,"NILSSON, Monique Boagni"
WO2025097041A1,HEYMACH JOHN VICTOR
WO2025097041A1,"YANG, Yan"
WO2025097041A1,"HEYMACH, John Victor"
WO2025097041A1,NILSSON MONIQUE BOAGNI
WO2025097041A1,YANG YAN
US2025146076A1,ROSENZWEIG MARK
US2025146076A1,"ROSENZWEIG, Mark"
US2025146076A1,"GORNSTEIN, Erica"
US2025146076A1,ERBACH RACHEL
US2025146076A1,"ERBACH, Rachel"
US2025146076A1,GORNSTEIN ERICA
US2025146076A1,"LIU, Xin"
US2025146076A1,LIU XIN
TW202504594A,"ZHAI, DAYONG"
TW202504594A,JIANG PING
TW202504594A,"CUI, JINGRONG JEAN"
TW202504594A,CUI JINGRONG JEAN
TW202504594A,LI DANAN
TW202504594A,"LI, DANAN"
TW202504594A,ZHAI DAYONG
TW202504594A,DENG WEI
TW202504594A,"DENG, WEI"
TW202504594A,"JIANG, PING"
WO2025221826A1,CORTEZ GERMAN ALEXANDER
WO2025221826A1,"WEISS, Dahlia R"
WO2025221826A1,"BAUGHMAN, Joshua M"
WO2025221826A1,"CORTEZ, German Alexander"
WO2025221826A1,DAVISON RYAN T
WO2025221826A1,WEISS DAHLIA R
WO2025221826A1,"DAVISON, Ryan T"
WO2025221826A1,BAUGHMAN JOSHUA M
CN119947725A,刘学彬
CN119947725A,王在琪
CN119947725A,PANG RAN
CN119947725A,ZHANG PING
CN119947725A,张宝袁
CN119947725A,WANG ZAIQI
CN119947725A,LIU XUEBIN
CN119947725A,ZHANG BAOYUAN
WO2025090562A1,"MOONEY, Kieran George"
WO2025090562A1,MOONEY KIERAN GEORGE
WO2025090562A1,"FOULKES, John Gordon"
WO2025090562A1,BULLOUGH DAVID A
WO2025090562A1,FOULKES JOHN GORDON
WO2025090562A1,"BULLOUGH, David A"
US2025134875A1,"Mooney, Kieran George"
US2025134875A1,"Foulkes, John Gordon"
US2025134875A1,"Bullough, David A"
US2025134875A1,MOONEY KIERAN GEORGE
US2025134875A1,BULLOUGH DAVID A
US2025134875A1,FOULKES JOHN GORDON
US2025134977A1,"Ferraro, Bernadette"
US2025134977A1,"Yan, Jian"
US2025134977A1,FERRARO BERNADETTE
US2025134977A1,YAN JIAN
US2025134977A1,BAGARAZZI MARK
US2025134977A1,"Bagarazzi, Mark"
US2025129021A1,"Hamann, Lawrence"
US2025129021A1,GYGI DAVID
US2025129021A1,"Gygi, David"
US2025129021A1,BAHMANYAR SOGOLE SAMI
US2025129021A1,"Bahmanyar, Sogole Sami"
US2025129021A1,HAMANN LAWRENCE
AU2023350411A1,"ZHANG, Baoyuan"
AU2023350411A1,"WANG, Zaiqi"
AU2023350411A1,PANG RAN
AU2023350411A1,ZHANG PING
AU2023350411A1,"ZHANG, Ping"
AU2023350411A1,WANG ZAIQI
AU2023350411A1,LIU XUEBIN
AU2023350411A1,"LIU, Xuebin"
AU2023350411A1,"PANG, Ran"
AU2023350411A1,ZHANG BAOYUAN
AU2023364043A1,"HORAN, Joshua"
AU2023364043A1,PELISH HENRY
AU2023364043A1,TANGPEERACHAIKUL ANUPONG
AU2023364043A1,"GERARD, Baudouin"
AU2023364043A1,HORAN JOSHUA
AU2023364043A1,GERARD BAUDOUIN
AU2023364043A1,"PELISH, Henry"
AU2023364043A1,"TANGPEERACHAIKUL, Anupong"
US2025114305A1,EVEN LUC
US2025114305A1,"DESMAZEAU, Pascal"
US2025114305A1,"RAMEIX, Nathalie"
US2025114305A1,DESMAZEAU PASCAL
US2025114305A1,RAMEIX NATHALIE
US2025114305A1,"EVEN, Luc"
US2025114327A1,"SHIRAKI, Koji"
US2025114327A1,SHIRAKI KOJI
US2025114327A1,"HIRAYAMA, Tomoaki"
US2025114327A1,HIRAYAMA TOMOAKI
US2025114327A1,FURUMOTO KENTARO
US2025114327A1,"FURUMOTO, Kentaro"
CN119789871A,古垣耕
CN119789871A,FURUGAKI KO
CN119789871A,FUJIMURA TAKARO
CN119789871A,藤村多嘉朗
WO2025064683A1,"BAHMANYAR, Sogole Sami"
WO2025064683A1,GYGI DAVID
WO2025064683A1,BAHMANYAR SOGOLE SAMI
WO2025064683A1,"HAMANN, Lawrence"
WO2025064683A1,"GYGI, David"
WO2025064683A1,HAMANN LAWRENCE
WO2025064718A1,BAHMANYAR SOGOLE
WO2025064718A1,GYGI DAVID
WO2025064718A1,"BAHMANYAR, Sogole"
WO2025064718A1,"HAMANN, Lawrence"
WO2025064718A1,"GYGI, David"
WO2025064718A1,HAMANN LAWRENCE
US2025101134A1,"Sun, Zehua"
US2025101134A1,"Dimitrov, Dimiter"
US2025101134A1,DIMITROV DIMITER
US2025101134A1,"Mosse, Yael"
US2025101134A1,CHEN CHUAN
US2025101134A1,"Chen, Chuan"
US2025101134A1,SUN ZEHUA
US2025101134A1,MOSSE YAEL
US2025099461A1,"Katayama, Ryohei"
US2025099461A1,KATAYAMA RYOHEI
US2025091989A1,"Hamann, Lawrence"
US2025091989A1,GYGI DAVID
US2025091989A1,"Gygi, David"
US2025091989A1,BAHMANYAR SOGOLE SAMI
US2025091989A1,"Bahmanyar, Sogole Sami"
US2025091989A1,HAMANN LAWRENCE
MX372740B,ALLWEIN SHAWN P
MX372740B,"COURVOISIER, Laurent"
MX372740B,ALLWEIN Shawn P
MX372740B,COURVOISIER LAURENT
MX372740B,JACOBS Martin J
MX372740B,OTT GREGORY R
MX372740B,JACOBS MARTIN J
MX372740B,OTT Gregory R
JP2025032086A,スティーフル，ニコラス ヨハネス
JP2025032086A,ビアン，ジャンウェイ
JP2025032086A,BIAN JIANWEI
JP2025032086A,ディロン，マイケル パトリック
JP2025032086A,リゾ，ディミトリオス
JP2025032086A,ZHANG YUBO
JP2025032086A,NIKOLAUS JOHANNES STIEFL
JP2025032086A,リャオ，エルブイ
JP2025032086A,チョウ，イツォン
JP2025032086A,LILADHAR MURLIDHAR WAYKOLE
JP2025032086A,クイ，カイ
JP2025032086A,WANG XIAOYANG
JP2025032086A,THOMAS ULLRICH
JP2025032086A,ラットマン，レーン
JP2025032086A,ZHOU YIZONG
JP2025032086A,LUCA ARISTA
JP2025032086A,ツァン，ユボ
JP2025032086A,CUI KAI
JP2025032086A,ウェイコール，リラダール マーリダー
JP2025032086A,MICHAEL PATRICK DILLON
JP2025032086A,チュ，ティンイン
JP2025032086A,ウェイラー，スヴェン
JP2025032086A,リ，ジャリアン
JP2025032086A,DIMITRIOS LIZOS
JP2025032086A,SREEHARI BABU
JP2025032086A,LV LIAO
JP2025032086A,ZHU TINGYING
JP2025032086A,PEGGY USSELMANN
JP2025032086A,LI JIALIANG
JP2025032086A,RITA RAMOS
JP2025032086A,RANE LATTMANN
JP2025032086A,バブ，スリーハリ
JP2025032086A,ウルリッヒ，トーマス
JP2025032086A,ラモス，リタ
JP2025032086A,ユッセルマン，ペギー
JP2025032086A,アリスタ，ルカ
JP2025032086A,ワン，シャオヤン
JP2025032086A,SVEN WEILER
AU2023334709A1,FUJIMURA TAKAAKI
AU2023334709A1,FURUGAKI KO
AU2023334709A1,FUJIMURA Takaaki
AU2023334709A1,FURUGAKI Ko
CN119552192A,GAO YONGHONG
CN119552192A,李书彬
CN119552192A,张占涛
CN119552192A,GONG SHOUZHE
CN119552192A,高永宏
CN119552192A,WU JINGFEI
CN119552192A,吴敬飞
CN119552192A,FENG FAN
CN119552192A,ZHANG ZHANTAO
CN119552192A,巩守哲
CN119552192A,LI SHUBIN
WO2025040026A1,ZHANG SHUEN
WO2025040026A1,LIU YUEYUE
WO2025040026A1,YUAN MINGYONG
WO2025040026A1,潘胜男
WO2025040026A1,郭恩文
WO2025040026A1,袁明勇
WO2025040026A1,WU SHIBIN
WO2025040026A1,WANG KEYAN
WO2025040026A1,黄继霆
WO2025040026A1,LI CHUNLEI
WO2025040026A1,陈良凤
WO2025040026A1,刘跃跃
WO2025040026A1,王克艳
WO2025040026A1,CHEN LIANGFENG
WO2025040026A1,GUO ENWEN
WO2025040026A1,吴世斌
WO2025040026A1,WU ZENG
WO2025040026A1,PAN SHENGNAN
WO2025040026A1,HUANG JITING
WO2025040026A1,张书恩
WO2025040026A1,李春雷
US2025057930A1,BLASCO-PATINO RAFAEL
US2025057930A1,"Blasco-Patino, Rafael"
US2025057930A1,"Chiarle, Roberto"
US2025057930A1,CHIARLE ROBERTO
WO2025155971A1,HEILAND TERI
WO2025155971A1,"HEILAND, Teri"
WO2025176679A1,MANCINI MAICOL
WO2025176679A1,"MANCINI, Maicol"
WO2025176679A1,MARAVER ANTONIO
WO2025176679A1,"MARAVER, Antonio"
CN119451699A,FURUGAKI KO
CN119451699A,古垣耕
US2025049888A1,PISCHEDDA FRANCESCA
US2025049888A1,PICCOLI GIOVANNI
US2025049888A1,"Piccoli, Giovanni"
US2025049888A1,"Pischedda, Francesca"
AU2023304031A1,FURUGAKI KO
AU2023304031A1,FURUGAKI Ko
EP4670728A1,CHENG LONGXIN
EP4670728A1,"ZHOU, Guoqing"
EP4670728A1,MA LIANG
EP4670728A1,"MA, Liang"
EP4670728A1,MAO LIYING
EP4670728A1,"CHENG, Longxin"
EP4670728A1,ZHANG FAN
EP4670728A1,"MA, Qibin"
EP4670728A1,"MAO, Liying"
EP4670728A1,MA QIBIN
EP4670728A1,"ZHANG, Fan"
EP4670728A1,"TIAN, Ting"
EP4670728A1,ZHOU GUOQING
EP4670728A1,TIAN TING
WO2025020545A1,CHENG LONGXIN
WO2025020545A1,MA LIANG
WO2025020545A1,MAO LIYING
WO2025020545A1,ZHANG FAN
WO2025020545A1,周国庆
WO2025020545A1,MA QIBIN
WO2025020545A1,毛利影
WO2025020545A1,ZHOU GUOQING
WO2025020545A1,马奇斌
WO2025020545A1,程隆鑫
WO2025020545A1,TIAN TING
CN119330969A,张音洁
CN119330969A,李仁琴
CN119330969A,ZHANG WEI
CN119330969A,洪煌明
CN119330969A,LI RENQIN
CN119330969A,ZHANG YINJIE
CN119330969A,HONG HUANGMING
CN119306762A,ZHANG JIANCHAO
CN119306762A,RAO HAI
CN119306762A,张建超
US2025002608A1,ZAMPONI GERALD WERNER
US2025002608A1,ALTIER CHRISTOPHE
US2025002608A1,"ALTIER, Christophe"
US2025002608A1,"ZAMPONI, Gerald Werner"
WO2024263889A2,"JIANG, Ping"
WO2024263889A2,JIANG PING
WO2024263889A2,"LI, Danan"
WO2024263889A2,CUI JINGRONG JEAN
WO2024263889A2,LI DANAN
WO2024263889A2,ZHAI DAYONG
WO2024263889A2,DENG WEI
WO2024263889A2,"DENG, Wei"
WO2024263889A2,"ZHAI, Dayong"
WO2024263889A2,"CUI, Jingrong Jean"
KR20240169509A,전혜민
KR20240169509A,하태환
KR20240169509A,KIM SUNG EUN
KR20240169509A,WOO SU JIN
KR20240169509A,JEON HYE MIN
KR20240169509A,KIM MIN JUNG
KR20240169509A,HEO SU JIN
KR20240169509A,SHIN WOON SEONG
KR20240169509A,백민서
KR20240169509A,김성은
KR20240169509A,허수진
KR20240169509A,LEE SUN HO
KR20240169509A,김민정
KR20240169509A,HA TAEHWAN
KR20240169509A,신운성
KR20240169509A,우수진
KR20240169509A,정기원
KR20240169509A,BAEK MIN SEO
KR20240169509A,이선호
KR20240169509A,JUNG KIWON
US2024408093A1,"ZAWARE, Nilesh"
US2024408093A1,"EASTMAN, Kyle J"
US2024408093A1,GERRITZ SAMUEL W
US2024408093A1,KAYSER-BRICKER KATHERINE J
US2024408093A1,MOUSSEAU JAMES JOHN
US2024408093A1,"MOUSSEAU, James John"
US2024408093A1,"GERRITZ, Samuel W"
US2024408093A1,NEKLESA TAAVI
US2024408093A1,"NEKLESA, Taavi"
US2024408093A1,ZAWARE NILESH
US2024408093A1,PULEO DAVID E
US2024408093A1,"KAYSER-BRICKER, Katherine J"
US2024408093A1,EASTMAN KYLE J
US2024408093A1,"PULEO, David E"
CN119119002A,谢永美
CN119119002A,周浩轩
CN119119002A,GONG YOULING
CN119119002A,XIE YONGMEI
CN119119002A,户明星
CN119119002A,ZHOU HAOXUAN
CN119119002A,宫友陵
CN119119002A,HU MINGXING
US2024408152A1,KANG SE CHAN
US2024408152A1,LEE YEONG GEUN
US2024408152A1,"LEE, Hee Ju"
US2024408152A1,"KANG, Se Chan"
US2024408152A1,"LEE, Yeong Geun"
US2024408152A1,LEE HEE JU
RS66041B1,WEILER SVEN
RS66041B1,BIAN JIANWEI
RS66041B1,ULLRICH THOMAS
RS66041B1,"RAMOS, RITA"
RS66041B1,"USSELMANN, PEGGY"
RS66041B1,"ARISTA, LUCA"
RS66041B1,ZHANG YUBO
RS66041B1,"LATTMANN, RENE"
RS66041B1,RAMOS RITA
RS66041B1,"ULLRICH, THOMAS"
RS66041B1,"LIZOS, DIMITRIOS"
RS66041B1,LATTMANN RENE
RS66041B1,USSELMANN PEGGY
RS66041B1,DILLON MICHAEL PATRICK
RS66041B1,WANG XIAOYANG
RS66041B1,"WEILER, SVEN"
RS66041B1,"ZHANG, YUBO"
RS66041B1,ZHOU YIZONG
RS66041B1,"WAYKOLE, LILADHAR, MURLIDHAR"
RS66041B1,CUI KAI
RS66041B1,ARISTA LUCA
RS66041B1,LIAO LV
RS66041B1,WAYKOLE LILADHAR MURLIDHAR
RS66041B1,"ZHU, TINGYING"
RS66041B1,"WANG, XIAOYANG"
RS66041B1,LIZOS DIMITRIOS
RS66041B1,"LI, JIALIANG"
RS66041B1,ZHU TINGYING
RS66041B1,"DILLON, MICHAEL, PATRICK"
RS66041B1,STIEFL NIKOLAUS JOHANNES
RS66041B1,"LIAO, LV"
RS66041B1,LI JIALIANG
RS66041B1,"BABU, SREEHARI"
RS66041B1,"STIEFL, NIKOLAUS, JOHANNES"
RS66041B1,"CUI, KAI"
RS66041B1,BABU SREEHARI
RS66041B1,"ZHOU, YIZONG"
RS66041B1,"BIAN, JIANWEI"
WO2024249331A1,HABIB AMYN
WO2024249331A1,"HABIB, Amyn"
WO2024249331A1,YANG XIAOYAO
WO2024249331A1,"YANG, Xiaoyao"
TW202434246A,"LI, WEI-DONG"
TW202434246A,"WU, TIAN-ZHU"
TW202434246A,"LIN, YAN-QIONG"
TW202434246A,WU YA-NAN
TW202434246A,"WU, YA NAN"
TW202434246A,"LIN, YAN QIONG"
TW202434246A,WU TIAN-ZHU
TW202434246A,LIN YAN-QIONG
TW202434246A,"WU, TIAN ZHU"
TW202434246A,LI WEI-DONG
TW202434246A,"WU, YA-NAN"
TW202434246A,"LI, WEI DONG"
WO2024242360A1,HA TAE HWAN
WO2024242360A1,전혜민
WO2024242360A1,하태환
WO2024242360A1,KIM SUNG EUN
WO2024242360A1,WOO SU JIN
WO2024242360A1,JEON HYE MIN
WO2024242360A1,KIM MIN JUNG
WO2024242360A1,HEO SU JIN
WO2024242360A1,SHIN WOON SEONG
WO2024242360A1,백민서
WO2024242360A1,김성은
WO2024242360A1,허수진
WO2024242360A1,LEE SUN HO
WO2024242360A1,김민정
WO2024242360A1,JUNG KI WON
WO2024242360A1,신운성
WO2024242360A1,우수진
WO2024242360A1,정기원
WO2024242360A1,BAEK MIN SEO
WO2024242360A1,이선호
CN119584964A,贾佼佼
CN119584964A,SU NAN
CN119584964A,汪荣亮
CN119584964A,WANG RONGLIANG
CN119584964A,马雷雷
CN119584964A,MARREIRE
CN119584964A,JIA JIAOJIAO
PH12021552931A1,"CHEN, Jie"
PH12021552931A1,"SU, Nan"
PH12021552931A1,"ZHAO, Zekai"
PH12021552931A1,"ZHANG, Xiquan"
PH12021552931A1,DONG LIHUI
PH12021552931A1,WANG XUNQIANG
PH12021552931A1,WANG HONGYUN
PH12021552931A1,HE XIONGXIONG
PH12021552931A1,"WANG, Xunqiang"
PH12021552931A1,JIANG BO
PH12021552931A1,"LU, Xifeng"
PH12021552931A1,CHEN JIE
PH12021552931A1,"HE, Xiongxiong"
PH12021552931A1,"ZHOU, Hao"
PH12021552931A1,LU XIFENG
PH12021552931A1,"JIANG, Bo"
PH12021552931A1,JIA JIAOJIAO
PH12021552931A1,"ZHAO, Xiandong"
PH12021552931A1,YANG TIE
PH12021552931A1,DONG PING
PH12021552931A1,"WANG, Hongyun"
PH12021552931A1,SU NAN
PH12021552931A1,"LI, Xinlu"
PH12021552931A1,"DONG, Lihui"
PH12021552931A1,"JIA, Jiaojiao"
PH12021552931A1,ZHAO XIANDONG
PH12021552931A1,ZHAO ZEKAI
PH12021552931A1,"YANG, Tie"
PH12021552931A1,LI XINLU
PH12021552931A1,ZHOU HAO
PH12021552931A1,"DONG, Ping"
PH12021552931A1,ZHANG XIQUAN
KR20240161864A,KANG SE CHAN
KR20240161864A,LEE YEONG GEUN
KR20240161864A,강세찬
KR20240161864A,이영근
KR20240161864A,LEE HEE JU
KR20240161864A,이희주
NZ738832A,"Huang, Zhongdong"
NZ738832A,LI YISHAN
NZ738832A,"Cui, Jingrong Jean"
NZ738832A,CUI JINGRONG JEAN
NZ738832A,"Deng, Wei"
NZ738832A,"Rogers, Evan W"
NZ738832A,ZHAI DAYONG
NZ738832A,DENG WEI
NZ738832A,"Zhai, Dayong"
NZ738832A,"Li, Yishan"
NZ738832A,ROGERS EVAN W
NZ738832A,HUANG ZHONGDONG
CN118267370A,鲁锡峰
CN118267370A,DONG LIHUI
CN118267370A,WANG XUNQIANG
CN118267370A,HE XIONGXIONG
CN118267370A,JIANG BO
CN118267370A,CHEN JIE
CN118267370A,LU XIFENG
CN118267370A,JIA JIAOJIAO
CN118267370A,王训强
CN118267370A,YANG TIE
CN118267370A,DONG PING
CN118267370A,赵泽恺
CN118267370A,SU NAN
CN118267370A,CHO HYUN-DONG
CN118267370A,何雄雄
CN118267370A,ZHAO ZEKAI
CN118267370A,ZHOU HAO
CN118267370A,赵贤东
CN118267370A,董丽慧
CN118267370A,张喜全
CN118267370A,贾佼佼
CN118267370A,ZHANG XIQUAN
WO2024117703A1,KANG SE CHAN
WO2024117703A1,LEE YEONG GEUN
WO2024117703A1,강세찬
WO2024117703A1,이영근
WO2024117703A1,LEE HEE JU
WO2024117703A1,이희주
CN118043329A,YANG YINGYING
CN118043329A,ZHENG SHANSONG
CN118043329A,郑庆梅
CN118043329A,WANG MEI
CN118043329A,ZHENG QINGMEI
CN118043329A,杨莹莹
CN118043329A,张臣伟
CN118043329A,DENG WEI
CN118043329A,郑善松
CN118043329A,ZHANG CHENWEI
EP4595963A1,"ZHANG, Baoyuan"
EP4595963A1,"WANG, Zaiqi"
EP4595963A1,PANG RAN
EP4595963A1,ZHANG PING
EP4595963A1,"ZHANG, Ping"
EP4595963A1,WANG ZAIQI
EP4595963A1,LIU XUEBIN
EP4595963A1,"LIU, Xuebin"
EP4595963A1,"PANG, Ran"
EP4595963A1,ZHANG BAOYUAN
UA121655C2,YU PEIWEN
UA121655C2,AFTAB DANA T
UA121655C2,Афтэб Дэна Т.
UA121655C2,Афтеб Дена Т.
UA121655C2,Юй Пейвень
WO2024067631A1,刘学彬
WO2024067631A1,王在琪
WO2024067631A1,PANG RAN
WO2024067631A1,ZHANG PING
WO2024067631A1,张宝袁
WO2024067631A1,WANG ZAIQI
WO2024067631A1,LIU XUEBIN
WO2024067631A1,ZHANG BAOYUAN
US2024082273A1,SALINAS MARTIN MANUEL VICENTE
US2024082273A1,"Salinas Martin, Manuel Vicente"
WO2024022282A1,MA LEILEI
WO2024022282A1,SU NAN
WO2024022282A1,汪荣亮
WO2024022282A1,WANG RONGLIANG
WO2024022282A1,马雷雷
WO2024022282A1,贾佼佼
WO2024022282A1,JIA JIAOJIAO
US2024025908A1,LIANG APENG
US2024025908A1,NIU CHENGSHAN
US2024025908A1,WU YUSHENG
US2024025908A1,"WU, Yusheng"
US2024025908A1,"NIU, Chengshan"
US2024025908A1,LI JUN
US2024025908A1,"LI, Jun"
US2024025908A1,"LIANG, Apeng"
WO2024086634A1,"HORAN, Joshua"
WO2024086634A1,PELISH HENRY
WO2024086634A1,TANGPEERACHAIKUL ANUPONG
WO2024086634A1,"GERARD, Baudouin"
WO2024086634A1,HORAN JOSHUA
WO2024086634A1,GERARD BAUDOUIN
WO2024086634A1,"PELISH, Henry"
WO2024086634A1,"TANGPEERACHAIKUL, Anupong"
CN116940581A,KONG YING
CN116940581A,陈永峰
CN116940581A,张玉华
CN116940581A,野国中
CN116940581A,YE GUOZHONG
CN116940581A,ZHANG YUHUA
CN116940581A,CHEN JINJU
CN116940581A,赵存良
CN116940581A,WANG ZHAOFU
CN116940581A,ZHAO CUNLIANG
CN116940581A,陈金聚
CN116940581A,王兆伏
CN116940581A,CHEN YONGFENG
CN116940581A,MA XIN
CN116847845A,片山量平
CN116847845A,KATAYAMA RYOHEI
JP2023134749A,朱行武
JP2023134749A,HU TAISHAN
JP2023134749A,陳友喜
JP2023134749A,胡泰山
JP2023134749A,▲キョウ▼亮
JP2023134749A,XIANG QING
JP2023134749A,YE CHENG
JP2023134749A,JIANG GUOPING
JP2023134749A,CHEN LEI
JP2023134749A,蒋国平
JP2023134749A,MAO WENTAO
JP2023134749A,ZHU XINGWU
JP2023134749A,CHEN YOUXI
JP2023134749A,毛文涛
JP2023134749A,GONG LIANG
WO2023179600A1,牛张明
WO2023179600A1,ZHANG LONG
WO2023179600A1,NIU ZHANGMING
US2023287374A1,SHEN AO
US2023287374A1,ZHU YU-GUANG
US2023287374A1,"Yu, Xi-Yong"
US2023287374A1,"Zhu, Yu-Guang"
US2023287374A1,"Zhang, Ling-Min"
US2023287374A1,"Shen, Ao"
US2023287374A1,"Chang, Ji-Shuo"
US2023287374A1,ZHANG LING-MIN
US2023287374A1,CHANG JI-SHUO
US2023287374A1,YU XI-YONG
US2023242670A1,"PARK, Jong Bae"
US2023242670A1,"KIM, Hyori"
US2023242670A1,"Jin, Junyeong"
US2023242670A1,YL EUGENE C
US2023242670A1,KIM JI EUN
US2023242670A1,"Yl, Eugene C"
US2023242670A1,PARK JONG BAE
US2023242670A1,"Yi, Eugene C"
US2023242670A1,"Kim, Hyori"
US2023242670A1,"CHUNG, Junho"
US2023242670A1,"Lee, Hwa Kyoung"
US2023242670A1,"KIM, Ji Eun"
US2023242670A1,KIM HYORI
US2023242670A1,LEE HWA KYOUNG
US2023242670A1,"Chung, Junho"
US2023242670A1,"Kim, Ji Eun"
US2023242670A1,"JIN, Junyeong"
US2023242670A1,JIN JUNYEONG
